SeriesDescription,GeoAreaName,Education level,Nature,Sex,Units,TimePeriod,Value,Cluster
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,1.20479,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.99233,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.65045,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.98088,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.53645,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.92499,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.75116,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.96637,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.86769,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,1.00251,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.30475,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,1.05275,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,1.09227,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.20816,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,1.10902,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.84638,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,1.00159,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.51401,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.1783,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.37786,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.71525,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.53121,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.68463,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.56828,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,1.04593,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,1.02844,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.77646,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.53049,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.69961,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,1.01874,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2012,0.84447,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,1.02166,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.69297,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.27801,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.42179,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.96142,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.44271,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,1.13437,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,1.09572,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,1.15463,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.73309,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2012,0.82471,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,1.0231,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.16359,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,1.10674,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.94166,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,0.21075,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2012,1.0907,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.17277,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.98347,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.18767,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.20505,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.65654,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.98336,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,1.06259,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.58835,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.16736,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.71262,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,1.04355,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.78619,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,1.01166,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.41302,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,1.00538,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,1.02124,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.48889,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.80625,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.0,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.18949,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.58695,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.63437,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.94877,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.99024,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.02931,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.43956,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.49632,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.01804,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.12036,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.20081,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.81589,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.65001,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.95638,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.82695,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.96711,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.79124,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.91478,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.57825,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.866,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.48397,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.86356,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,LOWSEC,C,BOTHSEX,Ratio,2018,0.69877,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.9271,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.82336,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,0.98934,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,PRIMAR,C,BOTHSEX,Ratio,2018,1.06983,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.31986,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,1.24456,2
"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Pakistan,UPPSEC,C,BOTHSEX,Ratio,2018,0.61067,2
